City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
472,Fort Nelson,CA,58.81,-122.7,10.4,85,90,5.82,light snow
473,Buta,CD,2.79,24.73,69.08,97,45,0.87,scattered clouds
474,Fairbanks,US,64.84,-147.72,-16.6,75,20,1.28,few clouds
475,Huesca,ES,42.14,-0.41,46.99,93,90,2.24,overcast clouds
476,Taksimo,RU,56.34,114.88,15.53,88,81,0.6,broken clouds
477,Skjervoy,NO,70.03,20.97,43.72,62,1,13.31,clear sky
478,Hinatuan,PH,8.37,126.33,88.56,59,50,3.94,scattered clouds
479,Curillo,CO,1.03,-75.92,72.41,95,52,0.92,light rain
480,Madras,IN,13.09,80.28,80.6,94,40,2.24,mist
481,Namibe,AO,-15.2,12.15,67.86,69,0,9.48,clear sky
482,Kapuskasing,CA,49.42,-82.43,26.6,86,99,10.29,overcast clouds
483,Batagay-Alyta,RU,67.8,130.41,-1.91,91,21,0.34,few clouds
484,Severnyy,RU,50.68,36.55,44.6,100,90,4.47,fog
485,Podyuga,RU,61.09,40.86,44.1,89,100,8.9,overcast clouds
486,Ancud,CL,-41.87,-73.82,51.01,100,90,13.87,light intensity shower rain
487,Hailar,CN,49.2,119.7,24.04,89,97,10.18,overcast clouds
488,Jizan,SA,17.33,42.67,78.8,78,0,3.36,clear sky
489,Kirkland Lake,CA,48.14,-80.04,23.0,100,100,8.61,overcast clouds
490,Campbellton,CA,48.01,-66.67,21.2,62,0,5.82,clear sky
491,Luganville,VU,-15.53,167.17,80.6,75,96,7.81,overcast clouds
492,Arlit,NE,18.74,7.39,72.93,21,95,6.13,overcast clouds
493,Shingu,JP,33.73,135.98,59.0,44,40,19.46,scattered clouds
494,Shobara,JP,34.85,133.02,59.0,50,20,6.93,few clouds
495,Nicoya,CR,10.15,-85.45,73.78,91,100,2.17,light rain
496,Celestun,MX,20.87,-90.4,75.47,76,52,15.46,broken clouds
497,Gambo,CF,4.65,22.26,69.91,97,98,0.78,overcast clouds
498,Liwale,TZ,-9.77,37.93,68.41,80,69,3.6,broken clouds
499,Lodwar,KE,3.12,35.6,79.63,57,0,11.59,clear sky
500,Kununurra,AU,-15.77,128.73,96.8,37,97,11.41,overcast clouds
501,Atambua,ID,-9.11,124.89,89.64,41,71,2.82,broken clouds
502,Kenda,IN,23.2,86.53,68.0,72,0,2.24,haze
503,Kijang,KR,35.24,129.21,50.0,31,0,13.87,clear sky
504,Komsomolskiy,UZ,40.43,71.72,39.2,41,0,9.17,clear sky
505,Mabaruma,GY,8.2,-59.78,74.14,98,100,2.82,overcast clouds
506,Makakilo City,US,21.35,-158.09,86.0,62,20,6.93,few clouds
507,Sim,RU,54.99,57.7,35.62,82,0,3.02,clear sky
508,Arman,RU,59.7,150.17,34.12,91,100,1.92,overcast clouds
509,Guerrero Negro,MX,27.98,-114.06,69.75,76,0,13.62,clear sky
510,Rohtak,IN,28.9,76.57,59.0,67,0,4.7,smoke
511,Polyarnyy,RU,69.2,33.45,35.6,83,0,6.71,clear sky
512,Fort Smith,US,35.39,-94.4,55.4,66,1,2.21,clear sky
513,Praia Da Vitoria,PT,38.73,-27.07,59.0,77,40,15.64,scattered clouds
514,Gurlan,UZ,41.84,60.39,42.8,44,0,6.93,clear sky
515,Benguela,AO,-12.58,13.41,74.8,79,7,3.15,light rain
516,Marshall,US,34.38,-86.33,48.99,70,1,1.12,clear sky
517,Alice Springs,AU,-23.7,133.88,98.6,6,0,8.05,clear sky
518,Julio De Castilhos,BR,-29.23,-53.68,60.8,77,0,11.41,clear sky
519,Tucurui,BR,-3.77,-49.67,75.15,92,99,1.99,overcast clouds
520,Tottori,JP,35.5,134.23,55.4,54,75,12.75,broken clouds
521,Anadyr,RU,64.75,177.48,6.8,77,0,2.24,clear sky
522,Mpwapwa,TZ,-6.35,36.48,62.11,92,6,3.91,clear sky
523,Raga,SS,8.46,25.68,72.43,79,93,2.35,overcast clouds
524,Belaya Gora,RU,68.53,146.42,-14.08,81,0,4.63,clear sky
525,Chenzhou,CN,25.8,113.03,62.38,62,87,3.53,overcast clouds
526,Djibo,BF,14.1,-1.63,78.8,26,76,4.54,broken clouds
527,Carutapera,BR,-1.2,-46.02,76.82,92,42,3.24,moderate rain
528,Bela Vista De Goias,BR,-16.97,-48.95,71.6,64,0,5.82,clear sky
529,Quirinopolis,BR,-18.45,-50.45,68.97,44,0,3.94,clear sky
530,Saint-Jean-De-Luz,FR,43.39,-1.66,48.2,93,20,2.24,few clouds
531,Kjollefjord,NO,70.95,27.35,41.74,69,18,18.03,few clouds
532,San Cristobal,VE,7.77,-72.22,67.42,92,99,1.79,moderate rain
533,Lasa,IT,46.62,10.7,48.99,93,75,5.82,broken clouds
534,Slyudyanka,RU,51.66,103.71,33.76,86,96,2.95,overcast clouds
535,Namatanai,PG,-3.67,152.43,87.21,65,79,5.14,light rain
536,Okhotsk,RU,59.38,143.3,30.97,94,100,26.02,overcast clouds
537,Mamou,GN,10.5,-12.0,69.24,66,3,0.76,clear sky
538,Porto Novo,BJ,6.5,2.6,77.79,88,49,3.96,scattered clouds
539,Biloela,AU,-24.42,150.5,84.61,35,0,2.86,clear sky
540,Les Cayes,HT,18.2,-73.75,75.0,92,100,4.43,overcast clouds
541,Coahuayana,MX,18.73,-103.68,75.83,68,0,2.13,clear sky
542,Weinan,CN,34.5,109.51,57.99,54,100,4.47,overcast clouds
543,Moron,AR,-34.65,-58.62,68.0,69,28,4.0,scattered clouds
544,Sabang,ID,5.89,95.32,81.61,73,63,3.04,broken clouds
545,Udachnyy,RU,66.42,112.4,-0.4,84,75,2.24,broken clouds
546,Ushtobe,KZ,45.25,77.98,39.9,67,0,9.86,clear sky
547,Touros,BR,-5.2,-35.46,78.8,83,40,8.05,scattered clouds
548,Sakakah,SA,29.97,40.21,64.4,63,0,4.7,clear sky
549,Teya,RU,60.38,92.63,19.42,93,100,7.65,overcast clouds
550,Blackwater,AU,-23.58,148.88,84.29,39,3,2.73,clear sky
551,Nombre De Dios,MX,23.85,-104.23,57.2,33,5,6.93,clear sky
552,Boa Esperanca Do Sul,BR,-21.99,-48.39,64.24,70,0,7.36,clear sky
553,Inirida,CO,3.87,-67.92,74.79,95,97,1.79,moderate rain
554,Zyryanskoye,RU,56.83,86.63,27.68,93,95,10.92,overcast clouds
555,Berdigestyakh,RU,62.1,126.7,9.82,93,93,5.55,overcast clouds
556,Magdagachi,RU,53.45,125.8,21.78,88,76,9.06,broken clouds
557,Safaga,EG,26.73,33.94,69.8,49,0,9.17,clear sky
558,Banjar,ID,-8.19,114.97,91.44,49,20,2.19,few clouds
559,Alghero,IT,40.56,8.32,51.8,100,99,1.12,fog
560,Kadyy,RU,57.79,43.19,39.9,96,86,7.81,overcast clouds
561,Phon,TH,15.82,102.6,80.01,99,2,13.87,clear sky
562,Paita,PE,-5.09,-81.11,62.24,88,10,9.08,clear sky
563,Sinnamary,GF,5.38,-52.95,79.29,88,96,9.69,overcast clouds
564,Lucea,JM,18.45,-78.17,78.8,88,75,6.93,broken clouds
565,Ayagoz,KZ,47.97,80.44,24.85,90,100,13.51,overcast clouds
566,Mahonda,TZ,-6.45,39.47,73.4,88,20,10.69,few clouds
567,Linshui,CN,36.42,114.2,63.66,27,1,7.11,clear sky
568,Port Blair,IN,11.67,92.75,84.22,72,3,8.52,clear sky
569,Hokitika,NZ,-42.72,170.97,59.07,96,99,9.44,light rain
570,Toowoomba,AU,-27.55,151.97,79.0,44,0,6.93,clear sky
571,Grindavik,IS,63.84,-22.43,44.6,100,90,28.86,moderate rain
572,Chumikan,RU,54.72,135.31,16.83,90,0,32.17,clear sky
573,Praia,CV,14.92,-23.51,75.2,83,0,8.05,clear sky
574,Menongue,AO,-14.66,17.69,64.49,82,100,8.12,light rain
575,Chernyshevskiy,RU,63.01,112.47,17.33,96,97,5.75,overcast clouds
576,Tautira,PF,-17.73,-149.15,84.2,66,75,10.29,broken clouds
577,Catuday,PH,16.29,119.81,82.42,73,97,5.39,overcast clouds
578,Zambezi,ZM,-13.54,23.1,64.87,93,100,4.9,moderate rain
579,Cukai,MY,4.25,103.42,77.0,100,40,3.36,moderate rain
580,Umm Lajj,SA,25.02,37.27,75.25,53,0,9.93,clear sky
581,Anchorage,US,61.22,-149.9,17.6,43,1,3.36,clear sky
582,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,50.0,61,57,17.9,broken clouds
583,Isiro,CD,2.77,27.62,66.61,98,100,1.7,light rain
584,Acapulco,MX,16.86,-99.89,82.4,83,5,5.82,clear sky
585,Talara,PE,-4.58,-81.27,63.25,88,70,14.38,broken clouds
586,Kilindoni,TZ,-7.91,39.67,78.06,75,16,9.31,few clouds
587,Kemin,KG,42.78,75.69,43.93,50,55,2.42,broken clouds
588,Dragomiresti,RO,44.92,25.33,46.0,81,100,4.05,overcast clouds
589,Puerto Escondido,MX,15.85,-97.07,78.8,74,20,4.7,few clouds
590,Sokoto,NG,13.06,5.24,78.64,20,100,12.03,overcast clouds
591,Teknaf,BD,20.86,92.31,78.22,86,100,9.06,light rain
592,Loa Janan,ID,-0.58,117.09,89.65,54,98,1.48,overcast clouds
593,Superior,US,46.72,-92.1,57.2,50,1,4.7,clear sky
594,Aksay,RU,47.26,39.87,53.6,87,0,11.18,clear sky
595,Uray,RU,60.12,64.78,33.55,88,100,14.0,overcast clouds
596,Quelimane,MZ,-17.88,36.89,77.0,94,20,5.82,few clouds
597,Hualmay,PE,-11.1,-77.61,62.11,84,14,7.23,few clouds
598,Road Town,VG,18.42,-64.62,81.0,85,63,1.99,broken clouds
599,Iwaki,JP,37.05,140.88,57.0,49,0,5.01,clear sky
600,Bentiu,SS,9.23,29.83,75.18,80,29,2.71,light rain
601,Ventosa,PT,39.13,-9.08,55.0,82,0,1.99,clear sky
602,Miri,MY,4.41,114.01,86.0,74,40,9.17,scattered clouds
603,Starachowice,PL,51.04,21.07,53.01,1,98,4.16,overcast clouds
604,Moosomin,CA,50.13,-101.67,47.12,53,0,8.34,clear sky
605,Shirvan,AZ,39.95,48.9,60.17,62,100,4.29,light rain
606,Olinda,BR,-8.01,-34.86,80.6,74,75,8.05,broken clouds
607,Emerald,AU,-23.53,148.17,87.01,42,0,4.7,clear sky
608,Mwanza,TZ,-2.52,32.9,71.6,88,20,8.05,few clouds
609,At-Bashi,KG,41.17,75.81,32.43,65,0,1.34,clear sky
610,Port-Cartier,CA,50.03,-66.87,21.2,62,0,8.05,clear sky
611,Daokou,CN,35.56,114.51,62.47,29,58,16.37,broken clouds
612,Jalu,LY,29.03,21.55,59.49,85,0,6.62,clear sky
613,Kyren,RU,51.68,102.14,32.07,87,99,0.56,light snow
614,Balgazyn,RU,51.0,95.2,28.85,96,100,5.41,overcast clouds
615,Conceicao Das Alagoas,BR,-19.91,-48.39,67.03,47,0,2.66,clear sky
616,Cochabamba,BO,-17.39,-66.16,66.2,34,42,8.05,scattered clouds
617,Bjornevatn,NO,69.67,29.98,32.0,84,8,9.17,clear sky
618,Port Hardy,CA,50.7,-127.42,50.0,100,90,9.17,heavy intensity rain
619,Bara,NG,10.37,10.73,77.58,33,26,9.22,scattered clouds
620,San Andres Del Rabanedo,ES,42.61,-5.62,44.01,86,90,2.24,overcast clouds
621,Auki,SB,-8.77,160.7,86.99,62,100,2.53,overcast clouds
622,Abha,SA,18.22,42.51,55.4,93,0,0.47,clear sky
623,Necochea,AR,-38.55,-58.74,61.0,72,78,17.0,moderate rain
624,Tabou,CI,4.42,-7.35,78.12,88,10,7.49,light rain
625,Alta Floresta,BR,-9.88,-56.09,74.19,80,42,0.45,scattered clouds
626,Tupik,RU,54.43,119.93,17.73,88,100,2.8,overcast clouds
627,Khandbari,NP,27.37,87.2,73.8,44,22,0.18,few clouds
628,Dicabisagan,PH,17.08,122.42,77.88,84,99,11.07,light rain
629,Vrede,ZA,-27.43,29.17,55.45,77,99,0.81,overcast clouds
630,Awbari,LY,26.59,12.78,59.97,53,0,6.35,clear sky
631,Urumqi,CN,43.8,87.6,39.2,44,0,2.24,clear sky
632,Adra,ES,36.75,-3.02,62.01,77,0,8.05,clear sky
633,Mecca,SA,21.43,39.83,74.03,85,0,3.53,clear sky
634,Woodland,US,38.68,-121.77,66.2,51,20,4.47,few clouds
635,Mae Sai,TH,20.43,99.88,80.01,83,40,2.24,scattered clouds
636,Mehamn,NO,71.04,27.85,41.13,73,33,18.95,scattered clouds
637,Guadalajara,MX,20.67,-103.33,63.0,51,5,0.11,clear sky
638,Gizel,RU,43.04,44.57,41.0,93,69,4.47,broken clouds
639,Asyut,EG,27.18,31.18,68.0,56,0,6.93,clear sky
640,Nanfeng,CN,23.74,111.8,72.39,51,94,2.46,overcast clouds
641,Bambanglipuro,ID,-7.95,110.28,87.62,56,0,5.28,clear sky
642,Traverse City,US,44.76,-85.62,57.2,44,1,11.41,clear sky
643,Faya,SA,18.39,42.45,55.4,93,0,1.16,clear sky
644,Manaus,BR,-3.1,-60.02,86.0,70,20,2.24,few clouds
645,Chamrajnagar,IN,11.92,76.95,74.95,78,0,0.83,clear sky
646,Kawalu,ID,-7.38,108.21,89.06,49,4,3.58,clear sky
647,Samfya,ZM,-11.36,29.56,67.46,63,37,5.37,scattered clouds
648,La Rochelle,FR,46.17,-1.15,42.8,93,0,3.36,clear sky
649,Eyrarbakki,IS,63.86,-21.15,44.6,81,90,14.99,heavy intensity rain
650,Mayumba,GA,-3.43,10.66,78.03,90,77,7.23,moderate rain
651,Purpe,RU,64.48,76.69,24.08,98,100,9.98,snow
652,Mushie,CD,-3.02,16.9,70.38,88,99,2.19,overcast clouds
653,Saint-Pierre,RE,-21.34,55.48,71.6,49,20,8.05,few clouds
654,Taoudenni,ML,22.68,-3.98,72.21,21,0,4.54,clear sky
655,Hamilton,US,39.18,-84.53,50.0,53,1,5.82,clear sky
656,Boa Vista,BR,2.82,-60.67,84.2,66,20,3.36,few clouds
657,Blagoyevo,RU,63.37,47.92,41.74,89,100,11.39,overcast clouds
658,Qeshm,IR,26.96,56.27,68.0,88,40,4.7,mist
659,Hovd,MN,48.01,91.64,33.44,72,99,8.97,overcast clouds
660,Vertientes,CU,21.26,-78.15,75.2,94,75,9.17,broken clouds
661,Mahayag,PH,8.12,123.45,88.0,70,98,2.75,overcast clouds
662,Morehead,US,37.27,-87.18,55.4,75,1,6.82,clear sky
663,Santa Cruz De La Palma,ES,28.68,-17.76,69.8,83,40,10.29,scattered clouds
664,Cedar Lake,US,41.36,-87.44,57.0,50,1,11.41,clear sky
665,Brownsville,US,25.9,-97.5,66.2,68,1,3.36,clear sky
666,Vanimo,PG,-2.67,141.3,85.87,75,99,9.95,light rain
667,Mosquera,CO,4.71,-74.23,55.4,87,20,5.82,few clouds
668,Puerto Madero,MX,14.72,-92.42,78.8,100,20,6.49,few clouds
669,Yulara,AU,-25.24,130.99,91.4,22,90,8.05,overcast clouds
670,Amberley,US,39.2,-84.43,50.0,75,1,5.86,clear sky
671,Kribi,CM,2.95,9.92,77.95,89,100,8.95,moderate rain
672,Shenzhen,CN,22.55,114.07,78.01,66,68,4.63,broken clouds
673,Chara,RU,56.91,118.26,13.19,86,70,1.32,broken clouds
674,Hinton,CA,53.4,-117.59,41.0,86,98,4.7,overcast clouds
675,Marzuq,YE,14.4,46.47,55.65,36,0,1.92,clear sky
676,Otavi,NA,-19.65,17.33,69.64,27,58,7.2,broken clouds
677,Manyana,BW,-23.4,21.72,68.31,67,100,11.88,light rain
678,Koutsouras,GR,35.03,25.95,68.0,69,100,8.01,overcast clouds
679,Chapada Dos Guimaraes,BR,-15.46,-55.75,86.0,35,0,4.7,clear sky
680,Mezen,RU,65.85,44.24,43.12,85,100,10.29,overcast clouds
681,North Bend,US,43.41,-124.22,60.8,82,90,5.82,overcast clouds
682,Ust-Barguzin,RU,53.45,108.98,30.69,94,100,2.55,overcast clouds
683,Lock Haven,US,41.14,-77.45,39.0,84,13,3.49,few clouds
684,Cap-Aux-Meules,CA,47.38,-61.86,30.2,58,97,21.92,overcast clouds
685,Katakwi,UG,1.89,33.97,66.96,76,41,5.3,scattered clouds
686,Aswan,EG,24.09,32.91,64.22,47,0,9.51,clear sky
687,Rongcheng,CN,30.63,117.85,64.0,53,0,5.57,clear sky
688,Baculin,PH,7.45,126.58,84.7,70,44,3.96,light rain
689,Calama,CL,-22.47,-68.93,53.6,25,0,6.93,clear sky
690,Birao,CF,10.28,22.79,75.15,38,20,5.66,few clouds
691,Umm Kaddadah,SD,13.6,26.69,75.65,23,18,21.56,few clouds
692,Iskenderun,TR,36.59,36.17,57.2,100,75,3.36,broken clouds
693,Lalmohan,BD,22.34,90.74,81.93,77,53,4.81,broken clouds
694,Leshan,CN,29.56,103.76,59.14,70,99,1.99,overcast clouds
695,Ola,RU,59.58,151.28,33.35,96,100,3.96,overcast clouds
696,Shellbrook,CA,53.22,-106.4,35.6,83,90,2.24,overcast clouds
697,Kokstad,ZA,-30.55,29.42,58.66,65,15,4.18,few clouds
698,Gat,IL,31.61,34.76,66.2,77,20,2.24,few clouds
699,Batemans Bay,AU,-35.72,150.18,80.01,52,92,4.0,overcast clouds
700,San Mateo Ixtatan,GT,15.83,-91.48,46.33,100,100,5.88,overcast clouds
701,Kulhudhuffushi,MV,6.62,73.07,81.7,67,0,2.93,clear sky
702,Rudsar,IR,37.14,50.29,64.4,88,75,4.7,broken clouds
703,Valparaiso,CL,-33.04,-71.63,51.8,100,90,5.82,overcast clouds
704,Ereymentau,KZ,51.62,73.1,24.75,94,94,10.89,overcast clouds
705,Tarakan,ID,3.3,117.63,82.44,74,100,2.44,overcast clouds
706,Aberdeen,GB,57.14,-2.1,44.6,81,86,13.87,overcast clouds
707,Nakhon Thai,TH,17.1,100.84,82.4,69,20,3.36,few clouds
708,Upington,ZA,-28.45,21.26,68.0,64,0,6.93,clear sky
709,Flagstaff,US,35.2,-111.65,48.0,52,1,2.24,clear sky
