City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
280,Kalaleh,IR,2020-11-02 21:19:12,37.38,55.49,71.04,26,100,1.95
281,Esperance,AU,2020-11-02 21:19:12,-33.87,121.9,57.2,100,90,11.41
282,Sao Miguel Do Araguaia,BR,2020-11-02 21:19:13,-13.28,-50.16,74.59,82,89,5.39
283,Romitan,UZ,2020-11-02 21:19:13,39.93,64.38,44.6,45,0,6.93
284,Camopi,GF,2020-11-02 21:19:13,3.17,-52.32,76.23,91,99,5.64
285,Kadipur,IN,2020-11-02 21:19:09,26.17,82.38,67.71,29,0,6.22
286,Wollongong,AU,2020-11-02 21:19:14,-34.43,150.88,62.01,94,25,1.01
287,Kirakira,SB,2020-11-02 21:19:14,-10.45,161.92,76.64,92,100,6.53
288,Katsuura,JP,2020-11-02 21:19:14,35.13,140.3,60.8,93,75,1.12
289,Loa Janan,ID,2020-11-02 21:19:14,-0.58,117.09,72.88,97,87,2.1
290,Dustlik,UZ,2020-11-02 21:19:14,40.52,68.04,47.01,44,0,2.46
291,Chernyy Yar,RU,2020-11-02 21:19:15,48.06,46.11,49.62,50,86,6.08
292,Tazovskiy,RU,2020-11-02 21:19:15,67.47,78.7,18.86,98,99,11.81
293,Matagami,CA,2020-11-02 21:17:32,49.75,-77.63,21.2,92,90,5.82
294,Havelock,US,2020-11-02 21:14:30,34.88,-76.9,53.6,30,1,13.87
295,Bathsheba,BB,2020-11-02 21:19:15,13.22,-59.52,84.2,66,20,17.22
296,Zwijndrecht,NL,2020-11-02 21:19:16,51.82,4.63,54.0,81,0,8.01
297,Malanje,AO,2020-11-02 21:19:16,-9.54,16.34,66.38,93,33,3.36
298,Atherton,GB,2020-11-02 21:19:16,53.52,-2.49,48.0,71,100,8.01
299,Dali,CN,2020-11-02 21:19:16,25.7,100.18,58.15,88,86,1.81
300,Hamilton,US,2020-11-02 21:19:16,39.18,-84.53,50.0,27,1,10.29
301,Tigil,RU,2020-11-02 21:19:17,57.8,158.67,30.79,91,100,6.78
302,Mamit,IN,2020-11-02 21:19:10,23.93,92.48,67.84,100,90,1.81
303,Arman,RU,2020-11-02 21:19:17,59.7,150.17,32.22,96,100,17.2
304,Matara,LK,2020-11-02 21:19:17,5.95,80.54,76.75,86,74,7.18
305,Takhtamygda,RU,2020-11-02 21:19:19,54.1,123.57,4.46,86,0,7.16
306,Ilhabela,BR,2020-11-02 21:19:19,-23.78,-45.36,66.99,62,78,4.25
307,Dodge City,US,2020-11-02 21:19:19,37.75,-100.02,75.0,28,1,4.7
308,Wyndham,US,2020-11-02 21:19:19,37.7,-77.61,52.0,25,1,11.41
309,Mount Gambier,AU,2020-11-02 21:19:20,-37.83,140.77,64.4,55,97,10.29
310,Chiang Klang,TH,2020-11-02 21:19:20,19.29,100.86,73.18,87,82,0.63
311,San Rafael,AR,2020-11-02 21:19:20,-34.62,-68.33,87.91,13,19,18.68
312,Bay Roberts,CA,2020-11-02 21:19:20,47.6,-53.26,57.99,96,100,28.01
313,Asfi,MA,2020-11-02 21:19:20,32.3,-9.24,67.32,81,0,11.97
314,Itarema,BR,2020-11-02 21:19:21,-2.92,-39.92,80.55,77,0,13.51
315,Harper,LR,2020-11-02 21:19:21,4.38,-7.72,78.22,86,84,3.89
316,Pervomayskiy,RU,2020-11-02 21:19:21,53.25,40.29,39.99,88,95,10.47
317,Snasa,NO,2020-11-02 21:19:21,64.25,12.38,48.2,87,75,13.87
318,Basco,PH,2020-11-02 21:19:22,20.45,121.97,79.2,76,100,29.91
319,Monterey,US,2020-11-02 21:19:22,36.25,-121.25,88.0,14,0,3.0
320,Tarata,BO,2020-11-02 21:19:22,-17.62,-66.02,80.6,21,40,13.87
321,Sambava,MG,2020-11-02 21:19:22,-14.27,50.17,69.76,82,14,10.78
322,Lisakovsk,KZ,2020-11-02 21:19:23,52.54,62.49,32.81,92,0,4.07
323,Kabanjahe,ID,2020-11-02 21:19:23,3.1,98.49,64.27,97,100,3.11
324,Arraial Do Cabo,BR,2020-11-02 21:15:57,-22.97,-42.03,71.6,56,20,9.17
325,Otane,NZ,2020-11-02 21:19:23,-39.88,176.63,55.99,95,100,5.01
326,Tubmanburg,LR,2020-11-02 21:19:23,6.87,-10.82,74.77,94,77,2.71
327,Khromtau,KZ,2020-11-02 21:19:24,50.25,58.43,37.87,75,25,4.97
328,Palu,ID,2020-11-02 21:19:24,-0.89,119.87,75.76,79,100,2.57
329,Gubkinskiy,RU,2020-11-02 21:19:24,64.43,76.5,16.03,96,89,11.41
330,Sao Raimundo Das Mangabeiras,BR,2020-11-02 21:19:24,-7.02,-45.48,77.61,83,88,4.07
331,Johannesburg,ZA,2020-11-02 21:15:01,-26.2,28.04,62.01,73,41,2.66
332,Bolgatanga,GH,2020-11-02 21:19:25,10.79,-0.85,82.71,24,89,0.49
333,Constitucion,CL,2020-11-02 21:19:25,-35.33,-72.42,59.4,75,56,11.07
334,Nalut,LY,2020-11-02 21:19:25,30.33,10.85,62.26,42,0,10.67
335,Payson,US,2020-11-02 21:18:58,40.04,-111.73,72.0,43,20,6.93
336,Melfi,IT,2020-11-02 21:19:26,41.0,15.65,51.01,100,5,5.82
337,Meulaboh,ID,2020-11-02 21:19:26,4.14,96.13,77.13,83,100,5.1
338,Finschhafen,PG,2020-11-02 21:19:26,-6.6,147.87,80.71,77,79,4.23
339,Vila,PT,2020-11-02 21:19:26,42.03,-8.16,51.01,94,100,5.01
340,Srivardhan,IN,2020-11-02 21:19:26,18.03,73.02,78.04,71,6,4.79
341,Rio Cuarto,AR,2020-11-02 21:19:27,-33.13,-64.35,82.4,23,20,25.28
342,Artvin,TR,2020-11-02 21:19:27,41.17,41.83,57.2,93,90,4.7
343,Beringovskiy,RU,2020-11-02 21:19:27,63.05,179.32,25.48,93,56,4.65
344,Sarkand,KZ,2020-11-02 21:19:27,45.41,79.92,43.29,53,100,3.98
345,Tripoli,LY,2020-11-02 21:19:27,32.88,13.19,70.14,60,0,6.76
346,Ulladulla,AU,2020-11-02 21:19:27,-35.35,150.47,59.0,100,0,8.05
347,Bukama,CD,2020-11-02 21:19:28,-9.2,25.85,71.6,82,100,2.98
348,Tabas,IR,2020-11-02 21:19:28,33.6,56.92,60.8,21,0,4.7
349,Wladyslawowo,PL,2020-11-02 21:19:28,54.79,18.4,61.0,93,75,9.17
350,Lake Havasu City,US,2020-11-02 21:17:05,34.48,-114.32,90.0,9,1,5.82
351,Korla,CN,2020-11-02 21:19:28,41.76,86.15,36.57,72,0,1.45
352,Tucuma,BR,2020-11-02 21:19:29,-0.18,-50.05,84.56,65,85,9.06
353,Suntar,RU,2020-11-02 21:19:29,62.14,117.63,7.09,85,100,8.72
354,Ust-Kut,RU,2020-11-02 21:19:29,56.79,105.77,24.37,94,100,5.5
355,San Quintin,MX,2020-11-02 21:19:29,30.48,-115.95,74.48,55,0,11.74
356,Astana,KZ,2020-11-02 21:19:29,51.18,71.45,30.2,86,90,6.71
357,Olga,RU,2020-11-02 21:19:30,43.74,135.29,31.6,85,46,10.02
358,Marienburg,PL,2020-11-02 21:19:30,54.04,19.03,57.99,100,100,10.38
359,Nyurba,RU,2020-11-02 21:19:30,63.28,118.33,8.13,85,100,8.28
360,Knyaze-Volkonskoye,RU,2020-11-02 21:19:30,48.46,135.46,26.6,86,0,11.18
361,Pacific Grove,US,2020-11-02 21:19:30,36.62,-121.92,79.0,72,1,8.05
362,Awallan,PH,2020-11-02 21:19:31,17.92,121.91,74.1,90,100,3.4
363,Pandan,PH,2020-11-02 21:19:31,14.05,124.17,79.2,83,100,4.9
364,Kununurra,AU,2020-11-02 21:19:31,-15.77,128.73,75.2,83,48,7.87
365,Shimoda,JP,2020-11-02 21:19:31,34.67,138.95,55.0,95,100,5.12
366,Lasa,IT,2020-11-02 21:19:31,46.62,10.7,42.8,93,5,1.12
367,Manokwari,ID,2020-11-02 21:19:32,-0.87,134.08,79.79,73,100,4.79
368,Mehamn,NO,2020-11-02 21:19:32,71.04,27.85,37.4,86,0,26.4
369,Abnub,EG,2020-11-02 21:19:32,27.27,31.15,75.2,53,0,10.29
370,Baiao,BR,2020-11-02 21:19:32,-2.79,-49.67,87.98,51,100,3.58
371,Uspenka,UA,2020-11-02 21:19:32,48.39,39.16,49.39,85,86,8.79
372,Nakusp,CA,2020-11-02 21:19:32,50.25,-117.8,37.4,86,0,1.12
373,De-Kastri,RU,2020-11-02 21:19:33,51.47,140.78,31.77,89,42,6.11
374,Itoman,JP,2020-11-02 21:19:33,26.12,127.67,77.0,78,75,26.4
375,Ende,ID,2020-11-02 21:19:33,-8.84,121.66,77.59,78,100,1.52
376,Elko,US,2020-11-02 21:19:33,41.0,-115.5,73.0,10,0,1.99
377,Ivanivka,UA,2020-11-02 21:19:33,46.72,34.55,48.38,86,97,5.44
378,Paamiut,GL,2020-11-02 21:19:34,61.99,-49.67,30.96,84,99,18.3
379,Isangel,VU,2020-11-02 21:19:34,-19.55,169.27,76.73,84,96,20.51
380,Burnie,AU,2020-11-02 21:19:24,-41.07,145.92,59.0,78,92,1.01
381,Ancud,CL,2020-11-02 21:19:34,-41.87,-73.82,60.01,71,75,3.36
382,La Sarre,CA,2020-11-02 21:15:04,48.8,-79.2,26.19,98,100,5.46
383,Gornyak,RU,2020-11-02 21:19:35,50.99,81.47,33.67,97,100,4.97
384,Hasaki,JP,2020-11-02 21:19:35,35.73,140.83,57.2,100,75,3.36
385,Trinidad,BO,2020-11-02 21:19:35,-14.83,-64.9,95.0,36,30,3.36
386,Touros,BR,2020-11-02 21:19:35,-5.2,-35.46,82.4,69,20,16.11
387,Kautokeino,NO,2020-11-02 21:19:35,69.01,23.04,41.68,93,100,20.31
388,Petropavlovsk-Kamchatskiy,RU,2020-11-02 21:19:36,53.05,158.65,39.2,93,75,11.18
389,Khandyga,RU,2020-11-02 21:19:36,62.67,135.6,-12.71,87,0,2.75
390,Dhidhdhoo,MV,2020-11-02 21:19:36,6.88,73.1,82.54,70,5,6.46
391,Eureka,US,2020-11-02 21:19:36,40.8,-124.16,64.99,87,90,12.75
392,Berlevag,NO,2020-11-02 21:19:36,70.86,29.09,41.0,80,75,27.51
393,Channahon,US,2020-11-02 21:14:59,41.43,-88.23,52.0,29,1,10.29
394,Aberdeen,GB,2020-11-02 21:16:51,57.14,-2.1,45.0,81,96,4.7
395,Krasnyy Tkach,RU,2020-11-02 21:19:37,55.47,39.08,42.8,100,90,6.71
396,Leh,IN,2020-11-02 21:19:37,34.17,77.58,29.61,68,0,2.35
397,Dolores,AR,2020-11-02 21:19:37,-36.31,-57.68,65.55,63,1,10.25
398,Zhangye,CN,2020-11-02 21:19:37,38.93,100.45,37.9,62,63,3.42
399,Dubbo,AU,2020-11-02 21:19:37,-32.25,148.62,57.2,82,0,11.41
400,Asau,RO,2020-11-02 21:19:38,46.43,26.4,46.0,86,100,4.52
401,Kahului,US,2020-11-02 21:15:25,20.89,-156.47,84.2,66,40,14.99
402,Marsh Harbour,BS,2020-11-02 21:18:39,26.54,-77.06,74.17,80,98,33.49
403,Lakes Entrance,AU,2020-11-02 21:19:38,-37.88,147.98,62.01,82,20,4.12
404,Capitao Poco,BR,2020-11-02 21:19:38,-1.75,-47.06,81.68,72,83,3.96
405,Erdenet,MN,2020-11-02 21:19:39,49.03,104.08,23.18,85,75,3.02
406,Port Blair,IN,2020-11-02 21:16:09,11.67,92.75,80.04,81,100,5.1
407,Ankang,CN,2020-11-02 21:19:39,32.68,109.02,52.52,53,93,0.92
408,Floriano,BR,2020-11-02 21:18:04,-6.77,-43.02,78.44,83,100,8.81
409,Baykit,RU,2020-11-02 21:19:39,61.67,96.37,21.56,94,93,7.34
410,Juliaca,PE,2020-11-02 21:19:40,-15.5,-70.13,62.35,30,75,11.92
411,Kattivakkam,IN,2020-11-02 21:19:40,13.22,80.32,82.4,94,20,2.24
412,Aripuana,BR,2020-11-02 21:19:40,-9.17,-60.63,86.45,60,97,2.66
413,Mazagao,BR,2020-11-02 21:19:40,-0.12,-51.29,93.2,49,20,11.41
414,Lake City,US,2020-11-02 21:19:41,30.19,-82.64,64.99,29,1,8.05
415,Yeppoon,AU,2020-11-02 21:19:41,-23.13,150.73,71.6,73,80,6.93
416,Hollola,FI,2020-11-02 21:19:41,61.05,25.43,44.01,99,100,7.0
417,Vila Franca Do Campo,PT,2020-11-02 21:19:41,37.72,-25.43,62.6,67,75,9.17
418,Liling,CN,2020-11-02 21:19:41,27.67,113.5,60.8,77,81,4.47
419,Giyani,ZA,2020-11-02 21:19:42,-23.3,30.72,72.84,60,0,3.15
420,Katangli,RU,2020-11-02 21:19:42,51.71,143.23,32.54,93,87,6.6
421,Broome,US,2020-11-02 21:19:43,42.25,-75.83,37.0,87,90,18.34
422,Chihuahua,MX,2020-11-02 21:19:43,28.5,-106.0,75.0,26,75,6.93
423,San Patricio,US,2020-11-02 21:19:43,28.02,-97.52,78.01,47,20,11.41
424,Bandarbeyla,SO,2020-11-02 21:19:43,9.49,50.81,77.9,80,38,20.51
425,Tomatlan,MX,2020-11-02 21:19:43,19.93,-105.25,92.01,36,0,7.14
426,Cabatuan,PH,2020-11-02 21:19:44,10.88,122.49,75.9,85,100,4.54
427,Okha,RU,2020-11-02 21:19:44,53.57,142.95,32.34,93,22,10.89
428,Syamzha,RU,2020-11-02 21:19:44,60.02,41.06,33.46,94,100,7.67
429,Ballangen,NO,2020-11-02 21:19:44,68.34,16.83,46.99,93,100,17.22
430,Nouadhibou,MR,2020-11-02 21:19:45,20.93,-17.03,77.0,44,4,14.99
431,San Luis,AR,2020-11-02 21:19:45,-33.3,-66.34,85.32,15,0,7.47
432,Arlit,NE,2020-11-02 21:19:45,18.74,7.39,78.03,18,0,11.27
433,Mayumba,GA,2020-11-02 21:19:45,-3.43,10.66,76.64,90,47,2.15
434,Mahenge,TZ,2020-11-02 21:19:45,-8.68,36.72,65.68,81,2,4.36
435,Mahibadhoo,MV,2020-11-02 21:19:46,3.78,72.97,82.36,73,75,7.47
436,Beihai,CN,2020-11-02 21:19:46,21.48,109.1,64.8,69,51,21.16
437,Namibe,AO,2020-11-02 21:19:46,-15.2,12.15,68.2,78,20,2.53
438,Qui Nhon,VN,2020-11-02 21:19:46,13.77,109.23,73.58,85,100,11.56
439,Kambove,CD,2020-11-02 21:19:47,-10.88,26.6,70.56,59,72,2.91
440,Vitim,RU,2020-11-02 21:19:47,59.45,112.56,11.07,88,100,5.57
441,Acajutla,SV,2020-11-02 21:16:15,13.59,-89.83,84.2,45,20,9.17
442,Sinnamary,GF,2020-11-02 21:19:47,5.38,-52.95,78.33,86,100,14.14
443,Embu,BR,2020-11-02 21:18:15,-23.65,-46.85,62.6,55,20,17.22
444,Fez,MA,2020-11-02 21:15:01,34.04,-5.0,64.4,39,0,9.17
445,Olafsvik,IS,2020-11-02 21:19:48,64.89,-23.71,39.87,78,94,19.33
446,Gat,IL,2020-11-02 21:17:04,31.61,34.76,70.0,73,8,1.79
447,Belmonte,BR,2020-11-02 21:17:57,-15.86,-38.88,69.8,88,90,5.82
448,Lagoa,PT,2020-11-02 21:19:49,39.05,-27.98,62.58,63,100,13.2
449,Maragogi,BR,2020-11-02 21:19:49,-9.01,-35.22,78.01,79,0,11.72
450,Ruidoso,US,2020-11-02 21:19:49,33.33,-105.67,66.2,16,1,5.82
451,Colgong,IN,2020-11-02 21:19:49,25.27,87.22,69.94,52,5,5.06
452,Garh Maharaja,PK,2020-11-02 21:19:49,30.83,71.91,65.3,27,0,3.42
453,Keningau,MY,2020-11-02 21:19:50,5.34,116.16,77.0,94,40,4.7
454,Barguzin,RU,2020-11-02 21:19:50,53.62,109.62,15.87,81,67,3.06
455,Babocsa,HU,2020-11-02 21:19:50,46.04,17.34,56.98,75,100,3.76
456,Rocha,UY,2020-11-02 21:19:50,-34.48,-54.33,61.88,72,16,8.39
457,Henties Bay,NA,2020-11-02 21:19:51,-22.12,14.28,60.01,86,94,1.99
458,Mudgee,AU,2020-11-02 21:19:51,-32.59,149.59,57.99,100,5,3.36
459,Pompeu,BR,2020-11-02 21:19:51,-19.22,-44.94,69.4,73,34,3.53
460,Sao Joao Da Barra,BR,2020-11-02 21:17:43,-21.64,-41.05,73.4,56,75,13.87
461,Najran,SA,2020-11-02 21:19:51,17.49,44.13,62.6,25,0,0.31
462,Laviana,ES,2020-11-02 21:19:52,43.23,-5.53,55.99,87,100,3.47
463,Guymon,US,2020-11-02 21:19:02,36.68,-101.48,78.8,21,1,11.41
464,Podosinovets,RU,2020-11-02 21:19:52,60.28,47.07,27.12,98,1,6.44
465,Sebrovo,RU,2020-11-02 21:19:52,50.1,43.3,46.0,77,82,1.01
466,Roald,NO,2020-11-02 21:19:53,62.58,6.13,46.4,81,40,17.22
467,Yanam,IN,2020-11-02 21:19:53,16.73,82.22,76.41,80,43,2.08
468,Molepolole,BW,2020-11-02 21:19:53,-24.41,25.5,68.0,56,75,24.16
469,Sibolga,ID,2020-11-02 21:19:53,1.74,98.78,76.64,78,84,4.12
470,Krasnoarmeysk,RU,2020-11-02 21:19:53,51.02,45.7,45.0,74,43,4.0
471,Goundam,ML,2020-11-02 21:19:54,16.41,-3.67,86.47,13,100,12.84
472,Bellwood,US,2020-11-02 21:17:11,41.88,-87.88,51.01,29,75,16.11
473,Liverpool,GB,2020-11-02 21:18:18,53.41,-2.98,48.0,75,40,24.16
474,Maniwaki,CA,2020-11-02 21:17:22,46.38,-75.97,28.4,50,100,10.29
475,Muros,ES,2020-11-02 21:19:54,42.78,-9.06,48.99,94,32,4.56
476,Shizunai,JP,2020-11-02 21:19:54,42.33,142.37,46.26,67,13,7.45
477,Hurghada,EG,2020-11-02 21:19:55,27.26,33.81,75.2,44,0,9.17
478,Ketchikan,US,2020-11-02 21:19:55,55.34,-131.65,53.6,100,90,13.87
479,Algiers,DZ,2020-11-02 21:15:38,36.75,3.04,55.4,93,40,4.7
480,Nhulunbuy,AU,2020-11-02 21:19:55,-12.23,136.77,77.0,83,89,6.26
481,Povenets,RU,2020-11-02 21:19:55,62.85,34.83,43.16,84,100,22.41
482,Abu Samrah,SY,2020-11-02 21:19:55,35.3,37.18,61.0,66,1,2.62
483,Umm Kaddadah,SD,2020-11-02 21:19:56,13.6,26.69,82.6,25,0,21.65
484,Ahipara,NZ,2020-11-02 21:19:56,-35.17,173.17,67.19,76,100,13.67
485,Skjervoy,NO,2020-11-02 21:19:56,70.03,20.97,44.6,65,40,24.16
486,Zhigansk,RU,2020-11-02 21:19:56,66.77,123.37,-1.46,91,100,21.09
487,Comodoro Rivadavia,AR,2020-11-02 21:19:56,-45.87,-67.5,75.2,41,0,2.24
488,Vangaindrano,MG,2020-11-02 21:19:57,-23.35,47.6,69.31,83,49,4.23
489,Valparaiso,CL,2020-11-02 21:19:57,-33.04,-71.63,59.0,72,0,8.05
490,Richards Bay,ZA,2020-11-02 21:19:57,-28.78,32.04,67.82,92,45,6.44
491,Marzuq,YE,2020-11-02 21:19:57,14.4,46.47,61.68,31,0,1.59
492,Vao,NC,2020-11-02 21:19:57,-22.67,167.48,74.82,91,100,4.52
493,Moussoro,TD,2020-11-02 21:19:58,13.64,16.49,86.38,20,78,15.61
494,Poya,NC,2020-11-02 21:19:58,-21.35,165.15,80.6,59,94,1.99
495,Yugo-Kamskiy,RU,2020-11-02 21:19:58,57.71,55.59,26.6,86,90,2.24
496,Padang,ID,2020-11-02 21:19:58,-0.95,100.35,77.92,75,100,2.15
497,Durusu,TR,2020-11-02 21:19:58,41.31,28.68,48.2,87,0,6.93
498,Smithers,CA,2020-11-02 21:19:59,54.78,-127.17,48.2,81,90,5.82
499,Amla,IN,2020-11-02 21:19:59,21.93,78.12,63.41,44,33,2.33
500,Qandala,SO,2020-11-02 21:19:59,11.47,49.87,78.26,75,15,6.49
501,Mayo,US,2020-11-02 21:19:59,38.89,-76.51,48.99,36,1,9.17
502,Correntina,BR,2020-11-02 21:20:00,-13.34,-44.64,73.92,85,99,4.21
503,Douentza,ML,2020-11-02 21:20:00,15.0,-2.95,81.73,16,93,5.7
504,Tiarei,PF,2020-11-02 21:20:00,-17.53,-149.33,84.2,66,75,5.82
505,Andilamena,MG,2020-11-02 21:20:00,-17.02,48.58,56.07,92,44,3.51
506,Cabedelo,BR,2020-11-02 21:20:00,-6.98,-34.83,80.6,74,20,12.75
507,Pahalgam,IN,2020-11-02 21:19:08,34.03,75.33,41.56,52,0,4.29
508,Rio Gallegos,AR,2020-11-02 21:20:01,-51.62,-69.22,64.4,39,75,8.05
509,Puerto Maldonado,PE,2020-11-02 21:20:01,-12.6,-69.18,89.6,40,0,2.24
510,Linxia,CN,2020-11-02 21:20:01,35.6,103.21,38.41,70,100,0.98
511,Omsukchan,RU,2020-11-02 21:20:02,62.53,155.8,10.67,93,100,4.25
512,Wangaratta,AU,2020-11-02 21:20:02,-36.37,146.33,61.0,100,76,3.06
513,Kendari,ID,2020-11-02 21:20:03,-3.94,122.5,75.11,89,81,2.86
514,Jadu,LY,2020-11-02 21:20:03,31.95,12.03,59.14,60,0,5.41
515,Lensk,RU,2020-11-02 21:20:03,60.73,114.93,9.61,85,100,3.87
516,Suluq,LY,2020-11-02 21:20:04,31.67,20.25,66.67,63,18,7.81
517,Rawah,IQ,2020-11-02 21:20:05,34.48,41.91,69.91,32,100,4.21
518,Soluno-Dmitriyevskoye,RU,2020-11-02 21:20:05,44.4,42.73,57.2,67,75,6.71
519,Roebourne,AU,2020-11-02 21:20:05,-20.78,117.13,67.59,47,0,8.57
520,Price,US,2020-11-02 21:18:01,39.6,-110.81,64.4,18,1,5.82
521,Cabo San Lucas,MX,2020-11-02 21:17:46,22.89,-109.91,89.01,48,20,8.05
522,Coahuayana,MX,2020-11-02 21:20:06,18.73,-103.68,86.0,42,40,17.22
523,Katobu,ID,2020-11-02 21:20:06,-4.94,122.53,74.98,88,100,4.43
524,Minas De Barroteran,MX,2020-11-02 21:20:10,27.63,-101.28,70.32,35,96,6.2
525,Bonthe,SL,2020-11-02 21:20:10,7.53,-12.51,79.36,80,65,3.98
526,Acapulco,MX,2020-11-02 21:19:56,16.86,-99.89,86.0,79,20,11.41
527,Fonte Boa,BR,2020-11-02 21:20:10,-2.5,-66.27,87.75,62,72,2.46
528,General Roca,AR,2020-11-02 21:20:10,-39.03,-67.58,93.2,20,0,6.93
529,Kavaratti,IN,2020-11-02 21:20:11,10.57,72.64,82.09,69,0,4.99
530,Along,IN,2020-11-02 21:20:11,28.17,94.77,65.5,89,72,2.08
531,Itarare,BR,2020-11-02 21:20:11,-24.11,-49.33,69.01,63,34,1.99
532,Indian Head,US,2020-11-02 21:17:48,38.6,-77.16,50.0,25,1,16.11
533,Awbari,LY,2020-11-02 21:20:11,26.59,12.78,62.64,48,17,6.6
534,Mantua,IT,2020-11-02 21:20:12,45.17,10.78,55.99,95,55,1.01
535,Honiara,SB,2020-11-02 21:20:12,-9.43,159.95,77.0,94,75,5.82
536,Katherine,AU,2020-11-02 21:20:12,-14.47,132.27,75.2,69,85,5.68
537,Taua,BR,2020-11-02 21:20:12,-5.97,-40.3,85.03,50,100,8.86
538,Maumere,ID,2020-11-02 21:20:13,-8.62,122.21,80.01,76,100,3.96
539,Tabou,CI,2020-11-02 21:20:13,4.42,-7.35,78.58,85,15,4.0
540,Sitrah,BH,2020-11-02 21:20:13,26.15,50.62,78.8,57,0,2.24
541,Noshiro,JP,2020-11-02 21:20:14,40.2,140.02,49.06,76,98,5.39
542,Xuddur,SO,2020-11-02 21:20:14,4.12,43.89,74.32,82,89,9.6
543,Anloga,GH,2020-11-02 21:20:14,5.79,0.9,78.8,83,20,2.24
544,Virginia Beach,US,2020-11-02 21:19:52,36.85,-75.98,52.0,38,0,3.0
545,Urucui,BR,2020-11-02 21:20:15,-7.23,-44.56,78.39,79,100,8.39
546,Luanda,AO,2020-11-02 21:20:15,-8.84,13.23,78.8,83,20,6.93
547,Urdoma,RU,2020-11-02 21:20:16,61.75,48.54,26.85,96,0,7.18
548,Quelimane,MZ,2020-11-02 21:20:16,-17.88,36.89,77.0,83,20,5.82
549,Hong Gai,VN,2020-11-02 21:20:17,20.96,107.09,71.6,68,75,4.7
550,Tianpeng,CN,2020-11-02 21:20:17,30.99,103.94,61.0,1,80,1.92
551,Nantucket,US,2020-11-02 21:20:00,41.28,-70.1,41.0,44,75,25.28
552,Miri,MY,2020-11-02 21:20:18,4.41,114.01,77.0,94,40,5.82
553,Zakharovo,RU,2020-11-02 21:20:18,54.37,39.28,43.0,91,99,4.0
554,Makakilo City,US,2020-11-02 21:20:18,21.35,-158.09,86.0,61,1,4.7
555,Vallenar,CL,2020-11-02 21:19:00,-28.57,-70.76,78.93,23,0,7.61
556,Iquique,CL,2020-11-02 21:20:19,-20.22,-70.14,66.2,63,0,19.46
557,Kazachinskoye,RU,2020-11-02 21:20:19,57.7,93.28,28.18,97,95,6.89
558,Yuzhnyy,RU,2020-11-02 21:20:20,53.25,83.69,30.2,86,75,4.47
559,Nizwa,OM,2020-11-02 21:20:20,22.93,57.53,60.44,32,0,1.25
560,Marsa Matruh,EG,2020-11-02 21:20:21,31.35,27.25,64.4,82,20,5.84
561,Manzil Salim,TN,2020-11-02 21:20:21,35.86,8.48,59.0,51,0,4.7
